randNumCol,HW0-old,HW0-old - Max Points,HW0-old - Submission Time,HW0-old - Lateness (H:M:S),HW1,HW1 - Max Points,HW1 - Submission Time,HW1 - Lateness (H:M:S),HW2,HW2 - Max Points,HW2 - Submission Time,HW2 - Lateness (H:M:S),HW3,HW3 - Max Points,HW3 - Submission Time,HW3 - Lateness (H:M:S),HW4,HW4 - Max Points,HW4 - Submission Time,HW4 - Lateness (H:M:S),HW5,HW5 - Max Points,HW5 - Submission Time,HW5 - Lateness (H:M:S),HW6,HW6 - Max Points,HW6 - Submission Time,HW6 - Lateness (H:M:S),HW7,HW7 - Max Points,HW7 - Submission Time,HW7 - Lateness (H:M:S),HW8,HW8 - Max Points,HW8 - Submission Time,HW8 - Lateness (H:M:S),HW9,HW9 - Max Points,HW9 - Submission Time,HW9 - Lateness (H:M:S),HW10,HW10 - Max Points,HW10 - Submission Time,HW10 - Lateness (H:M:S),Midterm1,Midterm1 - Max Points,Midterm1 - Submission Time,Midterm1 - Lateness (H:M:S),Midterm1 conflict,Midterm1 conflict - Max Points,Midterm1 conflict - Submission Time,Midterm1 conflict - Lateness (H:M:S),Midterm1_Practice,Midterm1_Practice - Max Points,Midterm1_Practice - Submission Time,Midterm1_Practice - Lateness (H:M:S),Project_FA22,Project_FA22 - Max Points,Project_FA22 - Submission Time,Project_FA22 - Lateness (H:M:S),Project_FA22_code,Project_FA22_code - Max Points,Project_FA22_code - Submission Time,Project_FA22_code - Lateness (H:M:S),Project_Fa22_ExtraCredits,Project_Fa22_ExtraCredits - Max Points,Project_Fa22_ExtraCredits - Submission Time,Project_Fa22_ExtraCredits - Lateness (H:M:S),HW0,HW0 - Max Points,HW0 - Submission Time,HW0 - Lateness (H:M:S),Total Lateness (H:M:S)
880377892,,0.0,2022-08-30 19:55:54 -0700,00:00:00,52.0,55.0,2022-09-01 15:03:00 -0700,00:00:00,48.0,52.0,2022-09-08 20:24:59 -0700,00:00:00,48.0,53.0,2022-09-15 09:00:30 -0700,00:00:00,48.0,52.0,2022-09-24 18:37:30 -0700,00:00:00,50.0,52.0,2022-10-01 19:36:50 -0700,00:00:00,52.0,52.0,2022-10-13 13:29:32 -0700,00:00:00,50.0,52.0,2022-10-20 18:38:41 -0700,00:00:00,46.0,53.0,2022-10-27 21:14:05 -0700,00:00:00,46.0,53.0,2022-11-03 20:39:02 -0700,00:00:00,52.0,55.0,2022-11-10 19:57:52 -0800,00:00:00,125.5,150.0,2022-10-06 10:19:45 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,74.0,78.0,2022-12-02 14:43:03 -0800,00:00:00,2.0,2.0,2022-12-02 16:21:10 -0800,00:00:00,7.5,15.0,2022-12-02 19:13:20 -0800,00:00:00,,0.0,2022-08-31 06:20:47 -0700,00:00:00,00:00:00
140393680,,0.0,,00:00:00,48.0,55.0,2022-09-05 15:25:18 -0700,89:26:18,49.0,52.0,2022-09-08 21:51:46 -0700,00:00:00,46.0,53.0,2022-09-15 21:35:42 -0700,00:00:00,48.5,52.0,2022-09-24 21:55:21 -0700,00:00:00,50.0,52.0,2022-10-01 21:30:50 -0700,00:00:00,46.0,52.0,2022-10-13 16:05:46 -0700,00:00:00,,52.0,,00:00:00,,53.0,,00:00:00,47.0,53.0,2022-11-03 21:55:53 -0700,00:00:00,,55.0,,00:00:00,79.0,150.0,2022-10-06 10:19:21 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-12-02 21:45:20 -0800,00:00:00,2.0,2.0,2022-12-02 21:48:23 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,89:26:18
406982131,,0.0,,00:00:00,47.0,55.0,2022-09-01 18:10:28 -0700,00:00:00,51.0,52.0,2022-09-08 17:25:53 -0700,00:00:00,47.5,53.0,2022-09-15 21:13:04 -0700,00:00:00,46.0,52.0,2022-09-24 21:13:18 -0700,00:00:00,39.0,52.0,2022-10-01 14:38:32 -0700,00:00:00,39.0,52.0,2022-10-13 19:49:07 -0700,00:00:00,41.0,52.0,2022-10-20 21:56:07 -0700,00:00:00,47.0,53.0,2022-10-27 19:37:00 -0700,00:00:00,50.0,53.0,2022-11-03 20:35:11 -0700,00:00:00,,55.0,,00:00:00,147.0,150.0,2022-10-06 10:22:55 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,64.5,78.0,2022-12-02 21:57:09 -0800,00:00:00,1.0,2.0,2022-12-02 22:02:45 -0800,00:03:45,,15.0,,00:00:00,,0.0,2022-08-24 13:59:05 -0700,00:00:00,00:03:45
631918976,,0.0,,00:00:00,43.0,55.0,2022-09-01 21:59:52 -0700,00:00:52,52.0,52.0,2022-09-08 21:30:58 -0700,00:00:00,49.5,53.0,2022-09-15 21:08:38 -0700,00:00:00,,52.0,,00:00:00,50.0,52.0,2022-10-01 20:34:44 -0700,00:00:00,50.0,52.0,2022-10-13 20:52:07 -0700,00:00:00,50.0,52.0,2022-10-20 19:38:10 -0700,00:00:00,44.0,53.0,2022-10-27 21:25:57 -0700,00:00:00,50.0,53.0,2022-11-03 19:06:19 -0700,00:00:00,,55.0,,00:00:00,121.5,150.0,2022-10-06 12:35:06 -0700,02:10:06,,150.0,,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-12-02 21:58:41 -0800,00:00:00,2.0,2.0,2022-12-02 21:50:14 -0800,00:00:00,0.0,15.0,2022-12-02 21:50:55 -0800,00:00:00,,0.0,,00:00:00,02:10:58
555782827,,0.0,,00:00:00,45.5,55.0,2022-09-01 20:03:13 -0700,00:00:00,51.0,52.0,2022-09-08 19:42:57 -0700,00:00:00,48.5,53.0,2022-09-15 21:32:49 -0700,00:00:00,52.0,52.0,2022-09-24 21:49:15 -0700,00:00:00,47.0,52.0,2022-10-01 19:41:46 -0700,00:00:00,50.0,52.0,2022-10-13 20:56:19 -0700,00:00:00,46.0,52.0,2022-10-20 21:43:46 -0700,00:00:00,47.0,53.0,2022-10-27 21:24:34 -0700,00:00:00,45.0,53.0,2022-11-03 14:54:10 -0700,00:00:00,40.0,55.0,2022-11-17 17:34:16 -0800,00:00:00,129.0,150.0,2022-10-06 10:24:07 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-12-02 21:35:55 -0800,00:00:00,2.0,2.0,2022-12-02 21:33:58 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,00:00:00
556717963,,0.0,,00:00:00,46.0,55.0,2022-09-01 20:34:35 -0700,00:00:00,49.0,52.0,2022-09-08 20:41:32 -0700,00:00:00,53.0,53.0,2022-09-15 18:49:54 -0700,00:00:00,47.5,52.0,2022-09-24 19:14:29 -0700,00:00:00,51.0,52.0,2022-10-01 14:32:38 -0700,00:00:00,50.0,52.0,2022-10-13 20:37:31 -0700,00:00:00,52.0,52.0,2022-10-20 18:55:40 -0700,00:00:00,,53.0,,00:00:00,,53.0,,00:00:00,,55.0,,00:00:00,146.0,150.0,2022-10-06 10:21:19 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,75.0,78.0,2022-12-02 19:57:32 -0800,00:00:00,2.0,2.0,2022-12-02 19:56:43 -0800,00:00:00,,15.0,,00:00:00,,0.0,2022-08-26 09:37:29 -0700,00:00:00,00:00:00
213555276,,0.0,,00:00:00,29.0,55.0,2022-09-01 20:40:52 -0700,00:00:00,44.0,52.0,2022-09-08 21:29:29 -0700,00:00:00,46.0,53.0,2022-09-15 21:28:09 -0700,00:00:00,48.0,52.0,2022-09-24 21:34:28 -0700,00:00:00,43.0,52.0,2022-10-01 21:39:35 -0700,00:00:00,35.0,52.0,2022-10-13 20:01:21 -0700,00:00:00,35.0,52.0,2022-10-20 19:58:08 -0700,00:00:00,37.0,53.0,2022-10-27 20:38:36 -0700,00:00:00,42.0,53.0,2022-11-03 20:25:57 -0700,00:00:00,,55.0,,00:00:00,81.5,150.0,2022-10-06 10:22:44 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,70.5,78.0,2022-12-02 13:17:55 -0800,00:00:00,2.0,2.0,2022-12-02 13:27:15 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,00:00:00
357999413,,0.0,,00:00:00,38.5,55.0,2022-09-01 12:28:58 -0700,00:00:00,49.0,52.0,2022-09-08 07:51:20 -0700,00:00:00,46.0,53.0,2022-09-15 10:17:34 -0700,00:00:00,50.0,52.0,2022-09-24 14:53:40 -0700,00:00:00,50.0,52.0,2022-09-28 17:07:26 -0700,00:00:00,49.0,52.0,2022-10-13 19:29:39 -0700,00:00:00,45.0,52.0,2022-10-19 19:56:47 -0700,00:00:00,49.0,53.0,2022-10-25 21:20:27 -0700,00:00:00,47.0,53.0,2022-11-02 17:07:25 -0700,00:00:00,50.0,55.0,2022-11-16 23:48:53 -0800,00:00:00,144.5,150.0,2022-10-06 10:19:19 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,76.5,78.0,2022-11-25 15:07:30 -0800,00:00:00,2.0,2.0,2022-11-25 15:13:30 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,00:00:00
429099317,,0.0,,00:00:00,0.0,55.0,2022-09-01 20:31:40 -0700,00:00:00,,52.0,,00:00:00,,53.0,,00:00:00,,52.0,,00:00:00,,52.0,,00:00:00,,52.0,,00:00:00,,52.0,,00:00:00,,53.0,,00:00:00,,53.0,,00:00:00,,55.0,,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,,78.0,,00:00:00,,2.0,,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,00:00:00
215542326,,0.0,2022-08-24 12:41:06 -0700,00:00:00,43.0,55.0,2022-08-31 14:51:11 -0700,00:00:00,43.0,52.0,2022-09-08 21:01:54 -0700,00:00:00,49.5,53.0,2022-09-15 21:47:20 -0700,00:00:00,40.5,52.0,2022-09-24 21:58:35 -0700,00:00:00,48.0,52.0,2022-10-01 20:42:37 -0700,00:00:00,50.0,52.0,2022-10-13 20:02:39 -0700,00:00:00,50.0,52.0,2022-10-20 14:02:49 -0700,00:00:00,,53.0,,00:00:00,,53.0,,00:00:00,50.0,55.0,2022-11-17 18:39:46 -0800,00:00:00,141.0,150.0,2022-10-06 10:24:22 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,75.0,78.0,2022-12-02 18:24:31 -0800,00:00:00,1.0,2.0,2022-12-02 18:38:00 -0800,00:00:00,,15.0,,00:00:00,,0.0,2022-08-24 12:41:52 -0700,00:00:00,00:00:00
683714891,,0.0,,00:00:00,41.5,55.0,2022-09-06 14:05:39 -0700,112:06:39,49.0,52.0,2022-09-08 20:50:44 -0700,00:00:00,38.0,53.0,2022-09-15 17:52:20 -0700,00:00:00,44.0,52.0,2022-09-24 19:59:21 -0700,00:00:00,51.0,52.0,2022-10-01 18:09:25 -0700,00:00:00,42.5,52.0,2022-10-13 20:06:12 -0700,00:00:00,40.0,52.0,2022-10-20 21:57:38 -0700,00:00:00,37.0,53.0,2022-10-27 21:59:05 -0700,00:00:05,48.0,53.0,2022-11-03 20:46:55 -0700,00:00:00,55.0,55.0,2022-11-14 18:04:26 -0800,00:00:00,113.0,150.0,2022-10-06 10:19:31 -0700,00:00:00,,150.0,,00:00:00,,150.0,2022-10-05 17:51:40 -0700,00:00:00,73.5,78.0,2022-12-02 19:50:58 -0800,00:00:00,2.0,2.0,2022-12-02 19:54:09 -0800,00:00:00,4.5,15.0,2022-12-02 19:55:31 -0800,00:00:00,,0.0,,00:00:00,112:06:44
896804871,,0.0,,00:00:00,,55.0,,00:00:00,,52.0,,00:00:00,,53.0,,00:00:00,,52.0,,00:00:00,,52.0,,00:00:00,,52.0,,00:00:00,,52.0,,00:00:00,,53.0,,00:00:00,,53.0,,00:00:00,,55.0,,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,,78.0,,00:00:00,,2.0,,00:00:00,,15.0,,00:00:00,,0.0,2022-08-29 23:10:29 -0700,00:00:00,00:00:00
450938085,,0.0,,00:00:00,52.0,55.0,2022-08-31 08:26:44 -0700,00:00:00,48.0,52.0,2022-09-01 13:14:05 -0700,00:00:00,50.0,53.0,2022-09-12 16:14:05 -0700,00:00:00,52.0,52.0,2022-09-12 15:13:16 -0700,00:00:00,50.0,52.0,2022-09-08 17:31:03 -0700,00:00:00,52.0,52.0,2022-10-11 12:08:18 -0700,00:00:00,51.0,52.0,2022-10-19 17:52:11 -0700,00:00:00,,53.0,,00:00:00,,53.0,,00:00:00,55.0,55.0,2022-11-01 11:53:49 -0700,00:00:00,122.0,150.0,2022-10-06 10:20:53 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-11-28 16:25:10 -0800,00:00:00,2.0,2.0,2022-12-02 18:00:03 -0800,00:00:00,13.0,15.0,2022-12-02 18:36:36 -0800,00:00:00,,0.0,,00:00:00,00:00:00
791013869,,0.0,,00:00:00,45.0,55.0,2022-09-01 20:36:57 -0700,00:00:00,51.0,52.0,2022-09-08 19:20:51 -0700,00:00:00,,53.0,,00:00:00,41.5,52.0,2022-09-24 21:51:33 -0700,00:00:00,51.0,52.0,2022-10-01 20:00:28 -0700,00:00:00,46.0,52.0,2022-10-13 21:49:35 -0700,00:00:00,35.5,52.0,2022-10-20 21:36:24 -0700,00:00:00,47.0,53.0,2022-10-27 20:30:26 -0700,00:00:00,,53.0,,00:00:00,51.0,55.0,2022-11-17 20:57:17 -0800,00:00:00,141.5,150.0,2022-10-06 10:21:42 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,77.0,78.0,2022-12-02 21:23:31 -0800,00:00:00,2.0,2.0,2022-12-02 21:33:08 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,00:00:00
431330025,,0.0,,00:00:00,46.5,55.0,2022-09-01 21:44:52 -0700,00:00:00,46.0,52.0,2022-09-08 21:55:42 -0700,00:00:00,53.0,53.0,2022-09-15 19:35:44 -0700,00:00:00,50.5,52.0,2022-09-24 21:52:45 -0700,00:00:00,49.0,52.0,2022-10-01 15:12:04 -0700,00:00:00,50.0,52.0,2022-10-13 20:47:46 -0700,00:00:00,48.0,52.0,2022-10-20 20:50:30 -0700,00:00:00,,53.0,,00:00:00,,53.0,,00:00:00,,55.0,,00:00:00,122.0,150.0,2022-10-06 10:25:57 -0700,00:00:57,,150.0,,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-12-02 10:58:35 -0800,00:00:00,2.0,2.0,2022-12-02 11:02:27 -0800,00:00:00,2.0,15.0,2022-12-02 11:04:27 -0800,00:00:00,,0.0,,00:00:00,00:00:57
538294395,,0.0,,00:00:00,38.5,55.0,2022-09-01 20:13:36 -0700,00:00:00,48.0,52.0,2022-09-08 19:39:11 -0700,00:00:00,41.5,53.0,2022-09-15 19:56:15 -0700,00:00:00,48.5,52.0,2022-09-24 20:58:27 -0700,00:00:00,45.0,52.0,2022-10-01 18:22:50 -0700,00:00:00,45.0,52.0,2022-10-13 19:35:19 -0700,00:00:00,43.0,52.0,2022-10-20 21:40:59 -0700,00:00:00,49.0,53.0,2022-10-27 21:15:27 -0700,00:00:00,47.0,53.0,2022-11-03 19:16:02 -0700,00:00:00,55.0,55.0,2022-11-17 20:01:18 -0800,00:00:00,142.5,150.0,2022-10-06 10:21:22 -0700,00:00:00,,150.0,,00:00:00,,150.0,,00:00:00,78.0,78.0,2022-12-02 17:57:43 -0800,00:00:00,2.0,2.0,2022-12-02 19:18:23 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,00:00:00
144202762,,0.0,,00:00:00,,55.0,,00:00:00,,52.0,,00:00:00,,53.0,,00:00:00,38.5,52.0,2022-09-24 21:51:16 -0700,00:00:00,35.0,52.0,2022-10-01 11:48:28 -0700,00:00:00,38.0,52.0,2022-10-13 21:33:53 -0700,00:00:00,46.0,52.0,2022-10-20 21:23:47 -0700,00:00:00,39.0,53.0,2022-10-27 19:47:35 -0700,00:00:00,40.0,53.0,2022-11-03 20:05:06 -0700,00:00:00,55.0,55.0,2022-11-17 20:14:12 -0800,00:00:00,82.0,150.0,2022-10-06 11:01:39 -0700,00:36:39,,150.0,,00:00:00,,150.0,,00:00:00,75.5,78.0,2022-12-02 20:12:36 -0800,00:00:00,2.0,2.0,2022-12-02 20:31:14 -0800,00:00:00,,15.0,,00:00:00,,0.0,,00:00:00,00:36:39
